Text,Label
School podu piraw bannaga inchina song suit apundu.,uninvolved
Pushpannnaundh nigalna cpl du maldhar athe,uninvolved
Endu dada comedy ye music jasthi,discouraging hope
Ajjana karnika malla,encouraging hope
Bari khushi aand,encouraging hope
Er 2021 d tuvond ular ️ like malpule,blended hope
Y   k e video thuth Pk athnd panda,blended hope
Surendhra Kumar kalatrapadhe,uninvolved
ನೆಕ್ಕ್ ಪನ್ಪುನ ಅಜ್ಜಿ ಶುಂಠಿ ಕಾಮಿಡಿ..,blended hope
Baari porlu..... athund,encouraging hope
"""Yenk e video thuth Pk athnd panda",uninvolved
Op comedy mare ️,uninvolved
"Kurthel kusal', ""this is true copy of kapil sharma's comedy...",blended hope
enchina super athe,encouraging hope
Background music deppule sir....,blended hope
Arpith irla lv manpule...,uninvolved
Abdul Rahiman karla,uninvolved
Shey ayena avasteye,blended hope
Suparr jai thulu nadu,encouraging hope
Chiku aawu hahahaha,uninvolved
This is bootai pishhh😂😂,uninvolved
Double meaning pandunda mathra na comedy apina,blended hope
full movie apload malpule,uninvolved
Porl mooded bydnde,encouraging hope
"ತುಳುನಾಡ್‌‌ಗ್ ವಿಶೇಷವಾಯಿನ ಇತಿಹಾಸ ಉಪ್ಪುಲೆಕ್ಕನೆ ತುಳುಬಾಸೆಗ್ಲ  ೩೦೦೦ ವರ್ಷ ಪಿರಾಕ್‌ದ ಇತಿಹಾಸ ಉಂಡು ತುಳುವ ಮಣ್ಣ್ ದ ಕಮ್ಮೆನ‌, ತುಳುವೆರೆ ಸ್ವರೊನ್ ಲೊಕೊರ್ಮೆ ಕೆನಾಗ ಪನ್ಪಿನ ಉದ್ದೇಸೊ. 

#TuluofficialinKA_KL",uninvolved
"""BALE TULU LIPI KALPUGA""

#TuluScriptLearningClass #TuluScript #TuluLipi #TuluBaravu #TuluBarahu 
#Soorinje #Kutthetthur #Surathkal ",uninvolved
"""ಲೋಕೊಡು ವಾ ಪರಿಮಾರ್ ಬೋಡೂಂದ್ ನಿಕ್‌ಲ್ ಬಯಕುವರಾ ಆ ಪರಿಮಾರ್ ಸುರುಕು ನಿಕ್ಲೆನ ಉಲಯಿಡ್ ಕನಲೆ""
-ಮಹಾತ್ಮಾ ಗಾಂಧಿ

ಮಾತೆರೆಗ್ಲಾ ಗಾಂಧಿ ಜಯಂತಿದ ಎಡ್ಡೆಪ್ಪುಲು.
#ಗಾಂಧಿ_ಜಯಂತಿ
#KooInTulu ",uninvolved
Undu Tulu seriala atth tamila?,blended hope
Yeddeduppuga nataka padle,uninvolved
"Nice,shokuda masseges & good team comedy.",encouraging hope
laik athundu super,encouraging hope
ಮಸ್ತ್ ಉದ್ದ ಆಂಡ್.....,blended hope
ಎಂಕ್ಲಾ ಮುಲ್ಪ ಮಸ್ಜ್ ಪದುಜ ಮುಂಬೈ 😂😂,uninvolved
Aa baale illad appeda ancha patherandathe.,blended hope
Poppa nd budni ijjinda nurthu kerthuve👌🤣🤣😂,uninvolved
Nice video ❤️ dayeg iladu malparegu apuja🤦🤦mela thinle mare dada thinadelaka malpuvar,blended hope
Poppana kule chips baaleg thinre chips thikuva,uninvolved
Olla vns mlpnga erna vdo tuyerda dakkode🤣🤣,blended hope
Super glits kudla kusal,encouraging hope
Tight pardhe vedio malthara dada Super,blended hope
"Consonant: ha, ಹ, ഹ

#TuluBaravu
#ReviveTuluScript ",uninvolved
Telitondulle....Deepak na awesome punch lines...,encouraging hope
"ತುಲು ಪುರ್ಪಗ್ ಬತ್ತ್ಂಡ್ ಅಸ್ಸಾಂ‌ದ ಮುಖ್ಯಮಂತ್ರಿಲೆನ ಉತ್ತರ

#Assam #AssamCM #JaiTulunad #TuluPurpa @CMOfficeAssam

",uninvolved
"ದಾದಲ ಆವಡ್ ಇಂಬ್ಯನ ಮಾಯ ಆತಿನ ಪುಕುಲಿನು ನಾಡುದು ಕೊರ್ನೆಟ್ಟ ಯಾನ್ ಮನಿಪಂದೆ ಕುಲ್ಲುಜಿ.. ಉಂದು ಎನ್ನ ಶಪಥ. 😁""",uninvolved
love u dodda.....,encouraging hope
😂Jum jum maya pukuli maya🤣🤣,uninvolved
Anna enna pukuli Maya aathnd chur naadd korpara please,uninvolved
Markame bokka dinesh jodi super...,encouraging hope
Thelithd banji bene apundu.. Sup,discouraging hope
Prayaaathinakkalda dayeg incha paternu.... pathetic,blended hope
"ಬಂಟ್ವಾಳ ನಾವೂರಡ್ ಮುಗಿತಲ ಲೇಸ್

#Bantwal #Navoora #JaiTulunad #TuluAcademy #TuluScript #TuluLipi #TuluBaravu #TuluBarahu #BaleTuluLipiKalpuga #TuluScriptLearningClass #Tulunad #Tulu ",uninvolved
Masthu kisi anduke thelthu theltha sakandu,discouraging hope
He is just amazing.....pushpa akka,encouraging hope
"ಕುಕ್ಕೆ ಶ್ರೀ ಸುಬ್ರಹ್ಮಣ್ಯ ದೇವಲ್ಯೊಡ್ ತುಲು ಲಿಪಿ ಪುದರ್ ಪಲವೆ ಪಾಡೊಡು ಪಂದ್ ವ್ಯವಸ್ಥಾಪನ ಸಮಿತಿದ ಗುರ್ಕಾರ್ಲೆಗ್ ತುಲು ಲಿಪಿ ಚಾರ್ಟ್ ಕೊರ್ದ್ ಜೈ ತುಲುನಾಡ್ (ರಿ.) ಸುಳ್ಯ ಎಗ್ಗೆದ ಪದುಕೆರೆರ್ದ್ ಬಿನ್ನಾಪು
#TuluScript #TuluLipi
Kukke Shree Subrahmanya Temple
#KukkeSubrahmanyaTemple #JaiTulunad ",uninvolved
Daye encha pura malpuvara..,discouraging hope
Karnatakod inchina actor ullara panpunav nank hemme,encouraging hope
"Yitu views bathundu, yanna first like",discouraging hope
"Super', ""aatidonji dhina",discouraging hope
@vasanthitalapady9959  thulut gothundu bro nepalid bodithund,uninvolved
Tulu natakad ethinath comedy bethe oitla ijji.. Jai tulunad,encouraging hope
"ಬಲೆ ತುಲು ಲಿಪಿ ಕಲ್ಪುಗ ಕಜ್ಜಕೊಟ್ಯದ ಮುಗಿತಲ ಲೇಸ್

#BaleTuluLipiKalpuga
#TuluScriptLearningClass  #TuluScriptResult #BTLK #TuluScript #TuluLipi #TuluBaravu #TuluBarahu #JaiTulunad #TuluAcademy ",uninvolved
ಎನ್ನ ಮನಸ್ ಮಾಳೊಂದೊಂದು,uninvolved
"RT @TaulavaSpeaks: ತರೆ ದೆರ್ತೊಂದಿಪ್ಪುನ ಕಾರ್ಲ ಎಡ್ಮ ಮಾಗಣೆದ ಉಳ್ಳಾಲ್ತಿ, ಯುದ್ಧ ಕಾಲೊದ ಬೀರೆರ್ನ ಪರಿತಿರಿದ ಕಾಪುಶಕ್ತಿ, ಪೇಂಟೆ ಶ್ರೀ ಮಮ್ಮಾಯಿ ಮಾರಿಯಪ್ಪೆನ…",uninvolved
Toovere er aani nikale,uninvolved
Undu arre atha bahubali kerene yere pane kattappa,uninvolved
Embena maya aathina pukulin olu nadunu marre..\u200d️,blended hope
ಬಾರಿ ಪೊರ್ಲು ಅತುಂಡು,encouraging hope
Saagoli poora haal maltane ...,blended hope
ಕುಡ್ಲದ ಪಿ.ವಿ.ಆರ್ ಚಿತ್ರಮಂದಿರೊಡು 511 ದಿನ 'ಚಾಲಿಪೋಲಿಲು' ಚಿತ್ರ ಪ್ರದರ್ಶನ ಆದ್ ದಾಖಲೆ ಬರೆತ್ಂಡ್. #KooInTulu,uninvolved
Bangalid pukuli panda dada,uninvolved
Bari porlu athnd matha padha ( songs),encouraging hope
Kathe Nana Bareodu Tulu Comedy Nataka  | Devdas Kapikad | Bhojaraj Vamanjor\r,uninvolved
Dala yedde athiji anna,blended hope
Aravind bolar thelike super,discouraging hope
Tulu lipi t barethina masth kushi and,encouraging hope
Sooper comedy bokka laastgu Good msg koriar,encouraging hope
Full movie paddle anna,encouraging hope
Paneyere ijji manpunene..........,blended hope
"ಸಮಿತಿ ವರದಿ ಸರ್ಕಾರೊಗು ಎತ್ತ್‌ದ್ಂಡ್. ಅಕೇರಿದ ಇಣಯೊಡು ""ಕರ್ನಾಟಕ ದೀವಾಣೊಡು ಕನ್ನಡೊ ವಾಸೆನೇ ಮೇಲರಸು, ತುಳು ವಾಸೆಗ್ ಅಧಿಕೃತ ಮಾನಾದಿಗೆ ಕೊರಿಯರೆ ಆಪುಜಿ"" ಪನ್ಪಿನ ನಿರ್ಧಾರ ಮೂಡುದು ಬೈದ್ಂಡ್..!

#Tulunadstate #NewStateinIndia #Tulunadu ",uninvolved
Super ye.. barpundu.,encouraging hope
"ಬಂಟ್ವಾಳದ ಭಂಡಾರಿಬೆಟ್ಟುಡು ಮುಗಿತಲ ಲೇಸ್

#Bantwala #Bhandaribettu #JaiTulunad #TuluAcademy #TuluScript #TuluLipi #TuluBaravu #TuluBarahu #BaleTuluLipiKalpuga #TuluScriptLearningClass #Tulunad #Tulu ",uninvolved
Porludane namma tulunaad,encouraging hope
"""Ninleg  gothunde.",uninvolved
Ha ha ha .. super..,encouraging hope
Fake news santhu is reading real news with self introspection. Kaala badalagide,uninvolved
@rithikshetty4693  🥴 sorry Yan sajjige virodhi sangada president,uninvolved
Yanchina comedy super I like this vedio chips kalvere super,discouraging hope
"ಹಟ್ಟಿಯಂಗಡಿದ ಗಣಪತಿ ದೇವಲ್ಯ ತುಳುನಾಡ್‌ದ ಪಿರಾಕ್‌ದ ದೇವಲ್ಯೊಲೆಡ್ ಒಂಜಿ. ಜಟೆ ಇಪ್ಪುನ ಗಣಪತಿನ ಮೂರ್ತಿ ಇಡೀ ದೇಸೊಡೇ ಮೂಲು ಮಾತ್ರ ತೂಯೆರ ತಿಕ್ಕುಂಡು.
#ನಮ್ಮ_ಊರು
#KooInTulu ",uninvolved
Super malder masth sokathd,encouraging hope
ಸೂಪರ್ ಮರ್ಕಮೆ ಟೀಮ್ ಕಾಮಿಡಿ,encouraging hope
4ne episode paadle,discouraging hope
"""Santhu na gf name panle next vedio de",uninvolved
good Entertainment..Arunereg kammi act..,blended hope
Wait ayena kali pukuli maya athini,uninvolved
Full nataka padle plsss,discouraging hope
"""erena prakara mistaken comedynd panpar atha",uninvolved
@bharathbs1675  ayada kenodu 😅,uninvolved
"Retroflex Consonant: ḍa, ಡ, ഡ

#TuluBaravu
#ReviveTuluScript ",uninvolved
Nad korle marre yerla. 6 tingol avond battund maya aaad.,uninvolved
March 14th Sunday da program youtube du padle please,discouraging hope
Okay Google = Ha Bagul🤣🤣,uninvolved
Avvu subscribe ye eth banga barpar marre paapa kannada du ಸಬ್ಕ್ಸೈಬ್ panper,uninvolved
nana dada song barpundu,uninvolved
Tulu serial barodu kushi apundu tuvare.. Atleast varag muji dina andala..,encouraging hope
Pannaga Nija pande ennodu,uninvolved
Villain acting super...masth shokathnd..,encouraging hope
Embena pukulin olu naadunu😂😂😂,uninvolved
@ethanmelroyfernandes  ynla avve thupun yer adippund 😂😂,uninvolved
Imben pukuli maya atndge... Eregandala tikknda konod korle🤣🤣🤣,uninvolved
Purple d parpunave,uninvolved
Yera Natunayegu Artha Aaiji Dislike Maldhe 3kasdaye ...,blended hope
ajji eer super,encouraging hope
Bari porlu da picture,encouraging hope
"""Santhu borchi mare",uninvolved
"ಮುಂಬೈಡ್ ತುಲು ಲಿಪಿ ಕಲ್ತಿನಕಲೆಗ್ ತುಲು ಲಿಪಿ ಪರೀಕ್ಷೆದ ಸರ್ಟಿಫಿಕೆಟ್ ಕೊರ್ಪಿನ ಪೊರ್ತು

#Mumbai @karkalasunil

#TuluScript #TuluLipi #TuluBarahu #TuluBaravu ",uninvolved
JK na real name Dade. Arna act super he looks super..,encouraging hope
Movie korleye appe teacher,blended hope
14:24 Kitta Kitta Kitta,uninvolved
Bhagavatherna song dha voice 😍😍😍😍😍😍😍😍😍👌👌👌👌👌👌,uninvolved
"Dodda Baari pemas ayerrattaa ,",encouraging hope
Masth kushi apuna niklen lungi du thunaga uruda style,encouraging hope
Kodapadav aren thud mast kushi and . Bokka forfamns mast shok ethnd .,encouraging hope
masth thanks namma TV sibbandilege,discouraging hope
Vinayak.......bathhibkka  arpithtrena cmdy. ...dll. Athundu,blended hope
ನಿಕ್ಲ್ ಜೋಡಿ ಸೂಪರ್ ಕಾಮಿಡಿ ಲಾ ಸೂಪರ್,encouraging hope
tulu and byari beauty of tulunadu....,encouraging hope
Next barad sir,uninvolved
super pgm thelthu thelthu banji bene aapundu......... please update mijar umesh pgm more,encouraging hope
Namma thulunad swamy ajja,encouraging hope
Buthada kathe.undenku dada solution batreda kenle😔,blended hope
"Enchene tulunu bulepppale enkul epaala nikleg saath korpa,keep it up brothers",encouraging hope
Ho gontu mande,discouraging hope
naveen shetru dayeg ejjer,uninvolved
"Consonant: ya, ಯ, യ

#TuluBaravu
#ReviveTuluScript ",uninvolved
Niklena video baryara dumbu sye sye sye.  Dhu barpundu,blended hope
yernla copy malpujar comdy er ave erg + point .,encouraging hope
Supppper supppper program . Next Beedi kattuna kamalakka na roll malpule Please,encouraging hope
Avv ov bangde andh tuvod yank🤣,uninvolved
"ಜೈ ತುಲುನಾಡ್ (ರಿ.) ಕೂಟದ ಪದುಕೆರೆರ್ದ್ ಒಂಜಿ ಪುನೆಪು.

#TulunadFlag

© @tulunadchannel ",uninvolved
Er byinkara mare,uninvolved
Manish na pukuli maya athnd ge 🤣🤣🤣🤣,uninvolved
Onji kelanji 40000 costly andata,uninvolved
"Mandahas express aula gujarathrithu, bannaga pee ethuno palande batheru thelippovere. nanna edde anthutholi.",blended hope
Banji nilikey thelthey.. last msg was superb.,encouraging hope
ಸಂತು ಬ್ರೋ ಕುಲುಗನ 🍻😆😆,uninvolved
Undhu Pura family kulludhu thupina comedy ya...??thulukk aynave ayna samskaara undu...aven oripere karlpule ..,blended hope
Enchina karma na...time waste,blended hope
Arpith anna dade players a thikkina,uninvolved
Super undu nigalna comedy,encouraging hope
Full movie padle plzz,discouraging hope
Babanna boobann nanala incchina comidy malpodu plz,encouraging hope
"""Yabboo shaving maldharaaaaaaa....  Santhuuu sathyane pande.. Galeez thoujund Bro.. Beard looks 👌👌👌",blended hope
Song bare hande hundu,encouraging hope
6 andh ata ....🙄bega upload malpule,uninvolved
😂😂😂😂 first Thule bokka like korle,uninvolved
Andu santhunu ora thojapaale,uninvolved
Punch king sureshanna always super,encouraging hope
super Comedy . full movie link manpule,discouraging hope
Daaniya ayana punya pukuli mathra maya ayini,uninvolved
Sri Laxmi  Bhoomika Shenoy 🙏🙏🙏🙏🕉️,uninvolved
Bor mane sateee,uninvolved
Yeah 😂😂 pukuli maya,uninvolved
"Dental Consonant: dha, ಧ, ധ

#TuluBaravu
#ReviveTuluScript ",uninvolved
Wow ajji so nice,encouraging hope
Comedy nanlla bodithnd,blended hope
Sprb aathund acchu Anna,encouraging hope
"ಸೊಲ್ಮೆಲು
 #Bantwala #TYS
#JaiTulunad ",uninvolved
suupppper dodda...Hope to see ur new videos soon,encouraging hope
"super.harisha.shetty', ""Plz don't watch.... very boring"", 'Yan wwe da malla fan",blended hope
ತುಳುನಾಡ ಕಲಾ birshe Deepak rai panaje,encouraging hope
Anna pant dolayi ucchu poggudhini yencha ??🤔🤔🤔,uninvolved
Full video padle,uninvolved
Irna nayi da sound yedde und,encouraging hope
14:25 kitta ambade bittq,uninvolved
Ajjan nambinaklen kai budpjernd edde reethid tupader ain e kelavereg tuvara avond iji,discouraging hope
Pick up gaadi is brand of tulunaadu,encouraging hope
"PLZZ....plz...PLZZ... it's my humble request "", 'Epa ott g barpundu",encouraging hope
so sweet and smart ajji,encouraging hope
Ninna Pukuli Maast Shok Undu yaa😂👊,uninvolved
@Emmett Quentin bala enna bayid padla,uninvolved
jor badau anaga biryaniye avodand ijji....... ganji la teli la apundu......,discouraging hope
ದಾದ ಮಾರೆ ಪುಕುಲಿಲ ಮಾಯ ಆಪುಂಡ 😂😂 ವಾ ನಮೋನಿದ ಪುಕುಲಿ ಮಾರೆ ಕುಡ್ಲ ಕಿಲ ಕಿಲ😂😂😂,uninvolved
"ಆರವಿಂದ್ ಸಾರ್ ಇರ್ ಒರ ಮೋದಿ ನ ವೇಷ ಪಡ್ಲೆ', ""Makeup 's"", 'No hygienic practice",blended hope
ತುಳುತ ಸುರುತ ಚಲನಚಿತ್ರ ಒವ್ ಪನ್ದ್ ನಿಕಲೆಗ್ ತೆರಿದ್ಂಡಾ? #KooInTulu,uninvolved
sandeep anna u rock,encouraging hope
Lady part pardna arna dance osm.enk masth ista and arna dancing,encouraging hope
Santhu na kaash mutual fund pandle😂,uninvolved
Welldone sunil Anna and team.. super comedy and keep it up,encouraging hope
"ಬರ್ಪಿನ ಅಧಿವೇಶನೊಡು ತುಳು ಬಾಸೆದ ವಿಚಾರ ಪ್ರಸ್ತಾಪೊ
#TuluOfficialinKA_KL 
#SpeakUpForTulu ",uninvolved
Mulu la hindu deverugu insult..,discouraging hope
Shokathnd...Halli da scene,encouraging hope
"ಕಬಿ ವಿಷ್ಣುತುಂಗೆರ್ ಸುಮಾರ್ 17ನೇ ಶತಮಾನೊಡು ಬರೆಯಿನ ಶ್ರೀಭಾಗವತೋಡು ಬರ್ಪುನ ಒಂಜಿ ಪದ. ತುಳುಬಾಸೆದ ಕಾವ್ಯೊಲೆನ್ ಏರ್ಲಾ ಸಸಾರ ಮಲ್ಪೆರ ಬಲ್ಲಿನ್ಪಿನ ಆರೆನ ಆಶಯೊ ಈ ಸಾಲ್‌ಲೆಡ್ ನೆಗತ್ತ್ ತೋಜುಂಡು.
#KooInTulu
#Tulu
#TuluScript ",uninvolved
Yenchi pukuli da song maare,blended hope
Mst super comedy,encouraging hope
Enchi aishwarya marre.... 🤣🤣🤣,uninvolved
Lyrics plz tikkuve sir,discouraging hope
Story masth yelye apunduye,uninvolved
"ಒಡಿಪುಡು ತುಲು ಲಿಪಿ ಪುದರ್ ಪಲವೆ

#TuluScriptNameBoard
#TuluScript #TuluLipi #TuluBarahu #TuluBaravu

#JaiTulunad
#Odipu #Tulunad ",uninvolved
Super kudi kandani.,discouraging hope
Bakida actorsna la pudar padunda edde aklna entry aanaga,blended hope
Anna comidy edde undu anda madyad pettada vishya paterraballi bokka niklen Kasai kanegu padre undu,blended hope
Eerena commedy bethe level,discouraging hope
Dhiraj Rai Sampaje Merna bhagavatike was best.all actors and the conversation was also suprrrrrr,encouraging hope
Telth telthd  banji  bene aand,blended hope
top comedy sirPoppanakule chips thikkuva,uninvolved
Correct pandar bro Yenkl la waiting 😍,uninvolved
Undet comedy pandh aath dala ejjjand,blended hope
#JaiTulunad #Kasrod Aatida Tulipu #Tulu #Kumble,uninvolved
undu vonji comedy na savuda,discouraging hope
Super... yadde story da tulu film malpule,encouraging hope
11:25 pumpwell bale 🤣🤣,uninvolved
Anna part 4 paadi,uninvolved
Edde makkar ithnd Master na mast edde enchina marre matergla Dever edde malpodu..,encouraging hope
"santhu  ora erena porluda mone topale mare tuka aa mangana mone........santhu#santhus fan""",blended hope
Yenchi galij video,discouraging hope
Yepa release indhu,uninvolved
Oh santhu😂😂 va avasthe ninna,uninvolved
nice trailer ....jai Thulunad,encouraging hope
Anchi kirkiri ponjou nakul Deva,blended hope
aw eerna mone tud gottappundu editing malpara time ejji pandh ! lol !,uninvolved
Anna pukili tikkunda...,uninvolved
Andu full film paadle,blended hope
ಪುಗ್ಗದ ಅಂಕಲ್ + ಚೆಂಡೆದ ಅಂಕಲ್ ಇನ್ ಮ್ಯಾಡ್ ಕುಡ್ಲ....ವಾವ್,uninvolved
"Bhagavan Buddhana tyaga maya badak, aarena ichara materegla saadi-deepa avodu. 

#Buddha Punnameda Eddeppulu

Buddhana ""#Astamarga"" #Tulu lipit ",uninvolved
Sir ee showdd gotijjana news panpar,uninvolved
Matherugleguu all the best,encouraging hope
ಪೂರಾ ಪಿಕ್ಚರ್ ಪಾಡ್ಲೆ ಮರ್ರೆ,blended hope
amme polica ? :D,uninvolved
Hahahahahhahaha Yennada Tuuval Undu Yanula Paduve Superb ...,blended hope
Bhari kushi aathund. Danyavadagalu.,encouraging hope
Pukuli maya Atund !! Nana Urchun Encha ?,uninvolved
Super ettundu climax du edde msg koryaru.fav team.all the best,encouraging hope
E akka onthe porluda tulut paaterre kalpodu.,blended hope
Sunil chithrapura..mahesh shakthinagara..ds boloor..anand shetty ashoknagar....manjula janardhan ...pallavi ..gayathri....inchinchina.....adhbutha kalavidher itther,uninvolved
"Tulunād da Prameela reg dever rakshe malpodu , Stay safe! We pray for your safety and let the war end and peace prevail 🕊️ 

#IndiaWithIsrael 
#Israel 

",uninvolved
Ohhh av spoofs a. Enk dadana betene kend 😂😆,uninvolved
Niklena Moke ashirvada yepala inchene uppad,encouraging hope
Supperb telth telth saak aand I like it jcb d unas balasuna hahaha,encouraging hope
Imbena savdaa pukkuli,discouraging hope
"ಹಳೇಕೋಟೆ ಮಾರಿಯಮ್ಮ ಮಹಿಷಾಮರ್ದಿನಿ ದೇವಸ್ಥಾನ ಬೋಲಾರ್

ಕುಡ್ಲ ಪೇಂಟೆದ ದೇಲಂತಡೆ, ಗರೋಡಿಡ್ ತುಲು ಬರವು ಅಭಿಯಾನ

24th Oct 2021

#TuluScriptNameBoard #TuluScript #TuluLipi #TuluBaravu #TuluBarahu #Kudla #Tulunad #JaiTulunad #Temple #TuluBaravuCampaign ",uninvolved
Uchu ge girlfriend tikkendaand ullai,uninvolved
Areda bethe voice d ptreg pnle bosss(katapa katappa bahubali n dyg kerya au tone),uninvolved
Nana dada maatha malpuvana E !! Devere kaapodu ninan. Yedde contentsg use malpu ninna manden,discouraging hope
S its right undu athind..,uninvolved
Bagavathige super,encouraging hope
Movie da pudar?,uninvolved
Yenchi padaye gopalanna,blended hope
Imben pukuli maya atndge... Eregandala tikknda konod korle,uninvolved
Dala Yedde Avonde Ijji Onjji Team daalaaaa.....,blended hope
Erna Pukuli da photo tojipale. Nadiyere sulaba apundu 😂😂😂,uninvolved
"Va bundle joke maare e janata,not at all good, Namma arpit anne s the best.",blended hope
Erena description ne ne yan skip manthe,uninvolved
Double meaning kammi malpule nanla edde thojundu,blended hope
"ಇಸ್ವ ತುಲು ಲಿಪಿತ ದಿನೊತ ಲೆಕ್ಕೊಡು
ಕ್ಲಬ್ ಹೌಸ್ ತಾಣೊಡೊಂಜಿ ಲೇಸ್

#WorldTuluScriptDay
#TuluScript #TuluLipi #TuluBaravu #TuluBarahu ",uninvolved
Mast unduu..yepa release,encouraging hope
"ನಮ್ಮ ಕುಡ್ಲ ಇನಿ ಈತ್ ದುಂಬರಿಯೆರ ಕಾರಣ ಆದಿಪ್ಪುನ, ""ಆಧುನಿಕ ಕುಡ್ಲದ ಪಿತಾಮಹ"" ಪಂದ್ ಏರೆನ್ ಲೆಪ್ಪುವೆರ್ ಗೊತ್ತುಂಡೇ?
#KooInTulu ",uninvolved
bari kushi aand,encouraging hope
"""Discount sale da bagge malpule.",uninvolved
ಯನ್ನ ಚಾನೆಲ್ ಸಬ್ಸ್ ಸ್ಕ್ರೈಬ್ ಮಲ್ಪುಲೆ ತುಳುವೆರೆಗ್ ಸಪೋರ್ಟ್ ಮಲ್ಪುಲೆ,uninvolved
"ಕೇರಳದ ಪಯ್ಯನ್ನೂರ್‌ದ ಮುಟ್ಟಡಿಪ್ಪುನ 'ತುಳುವನ್ನೂರ್' ಪಿರಾಕ್‌ಡ್ ತುಳುನಾಡ್‌ದ ತೆನ್ಕಾಯಿ ಮೆಯ್ತ ಅಕೇರಿದ ಗ್ರಾಮ ಆದಿತ್ತ್ಂಡ್.
#KooInTulu
#ನಿಕುಲೆಗ್_ಗೊತ್ತುಂಡಾ? ",uninvolved
Masth edde athundu... Bagavathige super... Tulu attoledu tuluta bagavathige k   dre kushi apundu...,encouraging hope
Dhek Naga podupu,uninvolved
Chuper fab umesh mijar.....,discouraging hope
muniyal na acting natural bakka sooper,encouraging hope
hedde cmdy adundu...,discouraging hope
@8:57 yenk porthand marre epic fall of vamanjur sir,blended hope
Saave Da anchor over acting,blended hope
@shivam music movie please release manpule YouTube ️,encouraging hope
Superb music.. nice lyrics ... Enchina song Tulu d barod,encouraging hope
Super athnd bavya and team,encouraging hope
"ಸರ್ಕಾರಿ ಪ್ರಥಮ ದರ್ಜೆ ಕಾಲೇಜ್ ಕಾಪು
ಸ್ನಾತಕೊತ್ತರ ಅಧ್ಯಯನ ಕೇಂದ್ರ ಬೊಕ್ಕ 
ಐ.ಕ್ಯೂ.ಎ.ಸಿ. ಸಾಹಿತ್ಯ ಸಂಘ ಮುತಾಲಿಕೆಡ್ 
ಕರ್ನಾಟಕ ತುಳು ಸಾಹಿತ್ಯ ಅಕಾಡೆಮಿ 
ಜೈ ತುಲುನಾಡ್ (ರಿ.) ಒಟ್ಟು ಸೇರಿಗಡ್
ಬಲೆ ತುಲು ಲಿಪಿ ಕಲ್ಪುಗ
ಕಜ್ಜಕೊಟ್ಯದ ಮುಗಿತಲ ಲೇಸ್ ಡ್ ಜೈ ತುಲುನಾಡ್ (ರಿ.) ಕೂಟದ ಗುರ್ಕಾರ್ಲು ",uninvolved
Bari edde tulu film,encouraging hope
Masth edde athundu....vinayakere mad in kudla programdu baronde upule....,encouraging hope
Madmal bari porlu,discouraging hope
Yenna sweet bhava nice bhava super athundu,encouraging hope
@j.j...4136  nama ettina bele ne potundu. Bokka kaas olta 🙄🙄,uninvolved
@MadInKudla  charan anne doora mutta scope und,uninvolved
"ತುಳು ಯಕ್ಷಗಾನ ಲೋಕಡ್ ಮರಪ್ಪೆರಾವಂದಿ ಪುದರ್ ಬಾಯಾರ್ ಸಂಕಯ್ಯ ಬಾಗೋತೆರ್ನವು.
#KooInTulu
#ನಮ್ಮ_ತುಳುವೆರ್ ",uninvolved
Malayalam da dabbing,discouraging hope
Waltar sir namasthe ck prasanth supar,discouraging hope
Masth comedy undu,discouraging hope
2 kasabla yakubla bombud dakud gobuna,uninvolved
"ತುಳು ಲಿಪಿ ಪರೀಕ್ಷೆ
1-5-2022 ಬೊಲ್ಪುಗ್ 9.30 ಗಂಟೆಗ್
SNDP ಮಂದಿರ ಕೋಡಿಕಲ್
ಬ೦ಗ್ರಕೂಳೂರು 16ನೇ ವಾರ್ಡ್

#TuluScriptExam #TuluLipi #TuluBaravu #TuluBarahu #TuluScript #TuluScriptLearningClass #BTLK #BaleTuluLipiKalpuga #Kudla #JaiTulunad #TuluAcademy ",uninvolved
Film da link korle,encouraging hope
"ಜೋಕುಲೆನ ಒಟ್ಟುಗು ಪೆರಿಯಕುಲು ತುಲು ಲಿಪಿ ಕಲ್ಪುನ ಪೊರ್ಲು ತೂಲೆ

#BaleTuluLipiKalpuga #BTLK #JaiTulunad #TuluAcademy #TuluScriptLearningClass #Karla #Sooda #TuluScript #TuluLipi #TuluBaravu #TuluBarahu ",uninvolved
enchi savu marre madya madya advertisement korpunu galij,discouraging hope
Rai Bhagavather edde apundu.,encouraging hope
"yane arjunna big fan', ""It's nice song"", 'fell the beet",encouraging hope
Yakshagaana yen ittela tooyara ista malpe,encouraging hope
Full movie padleye plz...,encouraging hope
😂😂eer tunaga akul.panuver baa taantre ni taantre baa,uninvolved
😝🤭🤭gadi thantadu kaas korpunda owner n suru confirm manthoni 😁🤣🤣🤣,uninvolved
Va avaste marre. Whatsapp ideg lesond battini,blended hope
Arpith anna super.. Erna acting bainkara undu marre ..sharan …all the best your team..,encouraging hope
"#TuluScriptNameBoard
#TuluScript #TuluBaravu #TuluLipi Tulu Barahu #Tulu #Odipu #Kodavoor #Tulunad #JaiTulunad  ",uninvolved
Comment box d matha tulunad dakule jinjider,uninvolved
"""Onji 7 varshada vishyogu 7 saagara, 7 loka, 7 kola, 7 agel explanation😄😁""",uninvolved
wa comedy mare superbbb,encouraging hope
Niklna team da malla abhimani yaan sir,encouraging hope
